Text,entities,entity_types,UniNER
"p . 14 . http://www.intel.com/design/itanium2/manuals/25110901.pdf ( 2002 ) Retrieved 28 November 2011 Speculative execution , branch prediction , register renaming , 30 execution units , multithreading , multi-core , coarse-grained multithreading , 2-way simultaneous multithreading , Dual-domain multithreading , Turbo Boost , Virtualization , VLIW , RAS with Advanced Machine Check Architecture , Instruction Replay technology , Cache Safe technology , Enhanced SpeedStep technology Intel NetBurst ( Willamette ) 2000 20 2-way simultaneous multithreading ( Hyper-threading ) , Rapid Execution Engine , Execution Trace Cache , quad-pumped Front-Side Bus , Hyper-pipelined Technology , superscalar , out-of order NetBurst ( Northwood ) 2002 20 2-way simultaneous multithreading NetBurst ( Prescott ) 2004 31 2-way simultaneous multithreading NetBurst ( Cedar Mill ) 2006 31 2-way simultaneous multithreading Intel Core 2006 12 Multi-core , out-of-order , 4-way superscalar Intel Atom 16 2-way simultaneous multithreading , in-order , no instruction reordering , speculative execution , or register renaming Intel Atom Oak Trail 2-way simultaneous multithreading , in-order , burst mode , 512 KB L2 cache Intel Atom Bonnell 2008 SMT Intel Atom Silvermont 2013 Out-of-order execution Intel Atom Goldmont 2016 Multi-core , out-of-order execution , 3-wide superscalar pipeline , L2 cache Intel Atom Goldmont Plus 2017 Multi-core Intel Atom Tremont 2019 Multi-core , superscalar , out-of-order execution , speculative execution , register renaming Intel Atom Gracemont 2021 Multi-core , superscalar , out-of-order execution , speculative execution , register renaming Nehalem2008 14 2-way simultaneous multithreading , out-of-order , 6-way superscalar , integrated memory controller , L1/L2/L3 cache , Turbo Boost Sandy Bridge2011 14 2-way simultaneous multithreading , multi-core , on-die graphics and PCIe controller , system agent with integrated memory and display controller , ring interconnect , L1/L2/L3 cache , micro-op cache , 2 threads per core , Turbo Boost , Intel Haswell2013 14 – 19 SoC design , multi-core , multithreading , 2-way simultaneous multithreading , hardware-based transactional memory ( in selected models ) , L4 cache ( in GT3 models ) , Turbo Boost , out-of-order execution , superscalar , up to 8 MB L3 cache ( mainstream ) , up to 20 MB L3 cache ( Extreme ) Broadwell2014 14 – 19 Multi-core , multithreading Skylake2015 14 – 19 Multi-core , L4 cache on certain Skylake-R , Skylake-U and Skylake-Y models .","['Speculative execution', 'branch prediction', 'execution units', 'multithreading', 'multi-core', 'multithreading', 'simultaneous multithreading', 'multithreading', 'Turbo Boost', 'Virtualization', 'VLIW', 'Cache', 'Intel NetBurst', 'simultaneous multithreading', 'Hyper-threading', 'Cache', 'superscalar', 'NetBurst', 'simultaneous multithreading', 'NetBurst', 'simultaneous multithreading', 'NetBurst', 'simultaneous multithreading', 'Intel Core', 'Multi-core', 'superscalar', 'Intel Atom', 'simultaneous multithreading', 'speculative execution', 'Intel Atom', 'simultaneous multithreading', 'cache', 'Intel Atom', 'Bonnell', 'Intel Atom', 'Silvermont', 'Out-of-order execution', 'Intel Atom', 'Goldmont', 'Multi-core', 'out-of-order execution', 'superscalar', 'cache', 'Intel Atom', 'Goldmont Plus', 'Multi-core', 'Intel Atom', 'Tremont', 'Multi-core', 'superscalar', 'out-of-order execution', 'speculative execution', 'Intel Atom', 'Multi-core', 'superscalar', 'out-of-order execution', 'speculative execution', 'simultaneous multithreading', 'superscalar', 'integrated memory controller', 'cache', 'Turbo Boost', 'simultaneous multithreading', 'multi-core', 'cache', 'cache', 'core', 'Turbo Boost', 'SoC', 'multi-core', 'multithreading', 'simultaneous multithreading', 'transactional memory', 'cache', 'Turbo Boost', 'out-of-order execution', 'superscalar', 'cache', 'cache', 'Multi-core', 'multithreading', 'Multi-core', 'cache']","['General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'Architecture', 'General_Concept', 'Operating_System', 'General_Concept', 'Device', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Operating_System', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Device', 'Operating_System', 'Device', 'Operating_System', 'Device', 'Architecture', 'General_Concept', 'Device', 'Operating_System', 'General_Concept', 'Device', 'Operating_System', 'General_Concept', 'Device', 'Device', 'Device', 'Device', 'General_Concept', 'Device', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Device', 'Architecture', 'Device', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Operating_System', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Architecture', 'General_Concept', 'General_Concept', 'Device', 'Device', 'Architecture', 'Architecture', 'General_Concept', 'Operating_System', 'Operating_System', 'General_Concept', 'Device', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'Architecture', 'General_Concept', 'Architecture', 'General_Concept']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'General_Concept': ['[""Speculative execution"", ""branch prediction"", ""register renaming"", ""execution units"", ""multithreading"", ""multi-core"", ""coarse-grained multithreading"", ""2-way simultaneous multithreading"", ""Dual-domain multithreading"", ""Turbo Boost"", ""Virtualization"", ""VLIW"", ""RAS with Advanced Machine Check Architecture"", ""Instruction Replay technology"", ""Cache Safe technology"", ""Enhanced SpeedStep technology"", ""Hyper-threading"", ""Rapid Execution Engine"", ""Execution Trace Cache"", ""Front-Side Bus"", ""Hyper-pipelined Technology"", ""superscalar"", ""out-of order"", ""in-order"", ""no instruction reordering"", ""Intel Atom Oak Trail"", ""L2 cache"", ""Intel Atom Bonnell"", ""Intel Atom Silvermont"", ""Intel Atom Goldmont"", ""Intel Atom Goldmont Plus"", ""Intel Atom Tremont"", ""Intel Atom Gracemont"", ""Nehalem2008"", ""Sandy Bridge2011"", ""Intel Haswell2013"", ""SoC design"", ""hardware-based transactional memory"", ""L4 cache"", ""GT3 models"", ""Broadwell2014"", ""Skylake2015"", ""Skylake-R"", ""Skylake-U"", ""Skylake-Y"", ""L3 cache""]'], 'Architecture': ['[""VLIW"", ""RAS with Advanced Machine Check Architecture"", ""Instruction Replay technology"", ""Cache Safe technology"", ""Hyper-pipelined Technology"", ""SMT"", ""SoC"", ""L4 cache"", ""GT3 models""]'], 'Device': ['[]']})"
Computing resources are used in cloud computing to provide services through networks .,"['Computing resources', 'cloud computing']","['General_Concept', 'Architecture']","defaultdict(<class 'list'>, {'General_Concept': ['[]'], 'Architecture': ['[]']})"
It defines a framework as a small set of extensible classes that define infrastructure common to most desktop applications :,"['framework', 'desktop applications']","['Architecture', 'Application']","defaultdict(<class 'list'>, {'Application': ['[""desktop applications""]'], 'Architecture': ['[]']})"
"Similarly , both hardware and software interrupts execute an interrupt service routine .","['hardware', 'interrupts', 'interrupt service routine']","['Architecture', 'Application', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[""hardware"", ""software""]'], 'Architecture': ['[]']})"
"Each NOR flash cell is larger than a NANDflash cell 10F2 vs 4F2 even when using exactly the same semiconductor device fabrication and so each transistor , contact , etc .","['cell', 'cell', 'semiconductor device fabrication']","['Algorithm', 'Algorithm', 'Architecture']","defaultdict(<class 'list'>, {'Algorithm': ['[]'], 'Architecture': ['[]']})"
"The concept of full virtualization is well established in the literature , but it is not always referred to by this specific term ; see platform virtualization for terminology .","['full virtualization', 'platform virtualization']","['Architecture', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[""terminology""]'], 'Architecture': ['[]']})"
"In the 1990s , with the popularity of object-oriented programming , an alternative model of remote method invocation ( RMI ) was widely implemented , such as in Common Object Request Broker Architecture ( CORBA , 1991 ) and Java remote method invocation .","['object-oriented programming', 'Common Object Request Broker Architecture', 'CORBA', 'Java remote method invocation']","['Language', 'Architecture', 'Architecture', 'Language']","defaultdict(<class 'list'>, {'Language': ['[""Java""]'], 'Architecture': ['[""Common Object Request Broker Architecture""]']})"
"Furthermore , these include the development of techniques for , more sensitive terahertz detection , and more effective control and manipulation of terahertz waves .","['terahertz', 'terahertz waves']","['Architecture', 'Architecture']","defaultdict(<class 'list'>, {'Architecture': ['[]']})"
"Retro Gamer included it on their list of ten essential Saturn imports , praising its "" stunning animation thanks to using the 4MB ram pack "" and opining that "" while this does suffer from lengthy loading times , it remains the best scrolling fighter on the system , just beating Taito 's delightfully odd PuLiRuLa and Capcom 's own Dynasty Warriors .","['Saturn', 'ram', 'PuLiRuLa', 'Dynasty Warriors']","['Device', 'Architecture', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Architecture': ['[]'], 'Device': ['[]']})"
"A typical top-down documentation tree is : manufacturer website , manufacturer marketing slides , manufacturer datasheet for the exact physical chip , manufacturer detailed reference manual that describes common peripherals and aspects of a physical chip family , ARM core generic user guide , ARM core technical reference manual , ARM architecture reference manual that describes the instruction set(s ) .",['ARM architecture'],['Architecture'],"defaultdict(<class 'list'>, {'Architecture': ['[""ARM architecture""]']})"
Support for arcade video games was added in January 2014 and mainframe computer games in June 2017 .,"['arcade video games', 'mainframe computer']","['Application', 'Architecture']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Architecture': ['[]']})"
"The Physical Resource Inventory ( PRI ) specification of ARC 2008/761 indicates the Supernova platforms would support : IEEE 1275 OpenFirmware , platform virtualization through Logical Domains ( LDOMs ) , independent system controller ( SC ) , and Fault Management Architecture ( FMA ) Domain Services .","['IEEE 1275', 'OpenFirmware']","['Architecture', 'Architecture']","defaultdict(<class 'list'>, {'Architecture': ['[""Fault Management Architecture""]']})"
"The first semiconductor image sensor was the charge-coupled device ( CCD ) , invented by Willard S . Boyle and George E . Smith at Bell Labs in 1969 , based on MOS capacitor technology . The NMOS active-pixel sensor was later invented by Tsutomu Nakamura 's team at Olympus in 1985 , which led to the development of the CMOS active-pixel sensor ( CMOS sensor ) by Eric Fossum 's team at the NASA Jet Propulsion Laboratory in 1993 .","['image sensor', 'charge-coupled device', 'CCD', 'NMOS', 'active-pixel sensor', 'CMOS', 'active-pixel sensor', 'CMOS sensor']","['Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'Architecture', 'Architecture', 'Architecture', 'Architecture']","defaultdict(<class 'list'>, {'Algorithm': ['[]'], 'Architecture': ['[]']})"
"The topmost item in the stack is removed and the stack pointer is updated , in the opposite order of that used in the push operation .","['stack', 'stack']","['Architecture', 'Architecture']","defaultdict(<class 'list'>, {'Architecture': ['[]']})"
"In this technique , a table of procedure variables is defined and a global variable of this type is declared in the extended module and assigned back in the generic module :","['module', 'module']","['Architecture', 'Architecture']","defaultdict(<class 'list'>, {'Architecture': ['[]']})"
"( WAit for Interrupt , opcode ) is an instruction available on the WDC version of the 65C02 and the 65C816/65C802 microprocessors ( MPU ) that halts the MPU and places it into a semi-catatonic state until a hardware interrupt of any kind occurs .","['Interrupt', 'opcode', '65C02', 'microprocessors', 'interrupt']","['Application', 'Language', 'General_Concept', 'Architecture', 'Application']","defaultdict(<class 'list'>, {'Language': ['[]'], 'Application': ['[]'], 'General_Concept': ['[]'], 'Architecture': ['[]']})"
"The terminal emulators on most Unix-like systems — such as , for example , gnome-terminal , qterminal , xterm , and Terminal.app — do emulate physical terminals including support for escape sequences ; e.g. , xterm can emulate the VT220 and Tektronix 4010 hardware terminals . Terminals can operate in various modes , relating to when they send input typed by the user on the keyboard to the receiving system ( whatever that may be ) :","['terminal emulators', 'Unix-like systems', 'gnome-terminal', 'xterm', 'Terminal.app', 'xterm', 'VT220', 'Tektronix 4010', 'hardware', 'keyboard']","['Application', 'Operating_System', 'Language', 'Language', 'Application', 'Language', 'Device', 'General_Concept', 'Architecture', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[""Unix-like systems""]'], 'Device': ['[""physical terminals"", ""keyboard""]'], 'Application': ['[""gnome-terminal"", ""qterminal"", ""xterm"", ""Terminal.app""]'], 'Architecture': ['[]'], 'Language': ['[]'], 'General_Concept': ['[]']})"
The first MOSFET ( metal – oxide – semiconductor field-effect transistor ) demonstrated by Egyptian engineer Mohamed M . Atalla and Korean engineer Dawon Kahng at Bell Labs in 1960 was an enhancement-mode silicon semiconductor device .,"['MOSFET', 'metal – oxide – semiconductor field-effect transistor', 'enhancement-mode']","['Architecture', 'Architecture', 'Algorithm']","defaultdict(<class 'list'>, {'Algorithm': ['[]'], 'Architecture': ['[]']})"
The PA-7100LC and PA-7200 microprocessors were also based on the PA-7100 .,"['PA-7100LC', 'PA-7200', 'microprocessors']","['General_Concept', 'General_Concept', 'Architecture']","defaultdict(<class 'list'>, {'General_Concept': ['[]'], 'Architecture': ['[]']})"
"It had a 64-entry branch predictor , a 5% performance gain being attributed to it . The V80 , with μPD72691 co-FPP and μPD71101 simple peripheral chips , was used for an industrial computer running the RX-UX832 real-time UNIX operating system and a X11-R4-based windowing system . The Advanced Floating Point Processor ( AFPP ) ( μPD72691 ) is a co-processor for floating-point arithmetic operations . In 1989 , to compensate V60/V70/V80 for their fairly weak floating-point performance , NEC launched this 80-bit floating-point co-processor for 32-bit single precision , 64-bit double precision , and 80-bit extended precision operations according to IEEE 754 specifications .","['branch predictor', 'industrial computer', 'RX-UX832', 'real-time', 'UNIX operating system', 'Floating Point Processor', 'extended precision']","['General_Concept', 'Architecture', 'Operating_System', 'Operating_System', 'Application', 'General_Concept', 'Algorithm']","defaultdict(<class 'list'>, {'Operating_System': ['[""RX-UX832"", ""UNIX""]'], 'Application': ['[]'], 'Algorithm': ['[]'], 'Architecture': ['[]'], 'General_Concept': ['[]']})"
"Direct3D 10.1 introduces "" feature levels "" 10_0 and 10_1 , which allow use of only the hardware features defined in the specified version of Direct3D API . Direct3D 11 adds level 11_0 and "" 10 Level 9 "" - a subset of the Direct3D 10 API designed to run on Direct3D 9 hardware , which has three feature levels ( 9_1 , 9_2 and 9_3 ) grouped by common capabilities of "" low "" , "" med "" and "" high-end "" video cards ; the runtime directly uses Direct3D 9 DDI provided in all WDDM drivers .","['Direct3D', 'hardware', 'Direct3D', 'API', 'Direct3D', 'Direct3D', 'API', 'Direct3D', 'hardware', 'Direct3D', 'WDDM']","['Application', 'Architecture', 'Application', 'General_Concept', 'Application', 'Application', 'General_Concept', 'Application', 'Architecture', 'Application', 'Device']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]'], 'Architecture': ['[]'], 'Device': ['[]']})"
